job_title,company_name,rating,experience,salary,location,job_description,skills
Marketing Executive,S R Investments,5.0,0-2 Yrs,2-3.75 Lacs PA,Noida,We are looking for a talented Marketing Executive to undertake marketing projects for t...,"Promotions,Marketing Executive,Branding,Advertising,Event Promotion,marketing,Conferences,Events"
Marketing Executive,Echobooom,3.9,0-1 Yrs,"50,000-3 Lacs PA",Mumbai,"Qualifications: . Bachelors degree in business administration, marketing, management, o...","Marketing Campaigns,Presentation Skills,Branding,communication skills,Interpersonal Skills,Presentation,Interpersonal,Campaigns"
Marketing and Sales Executive - Walk-in Interviews (Only Male),Indian Transport Organisation,None,0-1 Yrs,Not disclosed,"Mumbai(Andheri West), Hyderabad, Lucknow","Roles and ResponsibilitiesManage marketing activities, including field marketing and sa...","Communication Skills,Sales,Transportation,Field Marketing,Logistics,Marketing Activities,Transport Management,Marketing"
BTL Marketing Executive,Workcell Solutions,3.6,0-2 Yrs,2-2.75 Lacs PA,Mumbai (All Areas),1. Catchment Area Analysis:Market Research: Conduct thorough research to understand cus...,"Field Marketing,Marketing,Direct Marketing,Direct,Btl Marketing,Btl,Field"
Marketing Executive,Shriram Institute For Industrial Research,3.7,0-5 Yrs,3-5 Lacs PA,Bengaluru(Whitefield),"Preferred candidate profile . Bachelors degree in life sciences, biotechnology, chemist...","Mba Marketing,Target Achievement,Client Relationship Management,identify clients,Business Development,New Business Acquisition,Acquisition,Client relationship"
Executive - Influencer Marketing,Pneumatic Trading Corporation,None,0-2 Yrs,Not disclosed,Noida, We are seeking a dynamic and creative individual to join our team as an  Influencer Ma...,"Manager Client Servicing,B2B,Excel,Financial inclusion,Social media,IPO,Management,Marketing Executive"
Marketing Executive,Moti Infraheights,None,0-2 Yrs,1.75-2.5 Lacs PA,Ranchi(Argora),"Preferred candidate profile  Proficient in networking, communication, and presentationR...","Communication Skills,Real Estate,Presentable,Enquiry Management,Property Sales,Convincing Power,Real Estate Sales,Marketing"
Leading Electronics industry is looking For Marketing Executive,Shubh Placement,None,0-3 Yrs,1-2.5 Lacs PA,Kota,"Location: Kota, Rajasthan (Covering all of Rajasthan). We are looking for a motivated M...","Sales And Marketing,B2B Marketing,Direct Marketing,Technical Marketing,B2C Marketing,Field Marketing,Technical Sales,Marketing"
Marketing Executive,Renaissance Academy,None,1-2 Yrs,Not disclosed,Gorakhpur,Renaissance Academy is looking for Marketing Executive to join our dynamic team and emb...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Amalfiee Ceramics,None,2-4 Yrs,Not disclosed,Bengaluru,Preferred candidate profile : . Bachelors degree or equivalent Proficient with computer...,"Promotions,Marketing Executive,Data Entry,marketing,Events,Branding,Advertising,Data"
Marketing Executives,Hotel Casa Fortuna,4.6,2-7 Yrs,Not disclosed,Kolkata,Hotel Casa Fortuna is looking for Marketing Executives to join our dynamic team and emb...,"digital,digital marketing,casa,digital content,marketing strategies,branding,business development,media"
Marketing Executive,Shop Kirana E Trading,3.7,2-5 Yrs,1.5-3.5 Lacs PA,"Indore, Dewas",Preferred candidate profile . .,"Promotional Campaigns,Marketing Campaigns,Branding,Marketing Planning,Brand Promotion,Btl,Brand Awareness,Campaigns"
Marketing Executive,Educohire,3.6,1-4 Yrs,Not disclosed,Bengaluru, Requirements.   Required Marketing Executive for the CBSE school in Bangalore Horamavu...,"channel sales,branding,direct marketing,distributor sales,business development,retail sales,advertising,sales"
Sales and Marketing Executive(Walk in interview),Wyzmindz Solutions,3.4,0-2 Yrs,2.5-4.25 Lacs PA,Noida,"Bachelors degree in Sales, Marketing, Business Administration, or related fieldOnly can...","Sales,Marketing,Interviewing"
Marketing Manager/Executive,Bhima Jewellery,4.1,09 Nov - 10 Nov,2-4 Lacs PA,"Madurai, Rajapalayam, Dindigul"," Identify, develop, and evaluate marketing strategy, based on knowledge of company obje...","Brand Marketing,Field Marketing,Retail Sales,Sales And Marketing,Marketing,Sales,Marketing management,Field"
Business Development And Marketing Executive,Stellar Organisation,3.2,0-2 Yrs,2.5-5 Lacs PA,"Mumbai, Mumbai (All Areas)",Iram:8169356090 *Graduates & post Graduates  Freshers,"fresher,International Marketing,Business Development,events,management,bmm,branding,bms"
Marketing Executive (Any Fresher/Any Graduate Apply Now -Bangalore,Wikreate Organisation,2.0,0-1 Yrs,2.25-6 Lacs PA,Bengaluru(Indira Nagar +1),Drive impactful B2B & B2C campaigns & events. Lead team creation & development. Apply t...,"Marketing,Business Management,Fresher,delhi,Hospitality,BDE,Promotions,Aviation"
Executive / Senior Executive Marketing,Srikamatchi Medical Centre,3.9,0-3 Yrs,Not disclosed,Thanjavur,  Builds relationship with key Corporate/PSUs/Hospital Doctors.   Demonstrates complete...,"Senior Marketing Executive,Relationship Executive,Sales,Business reporting,Corporate,Relationship,Event marketing,Events"
Affiliate Marketing Executive,Crossmedia Marketing Llp,None,0-2 Yrs,1.44-3 Lacs PA,Kolkata(Park Street),Responsibilities:Communicate with influencer to publish brand on social media. Manage a...,"Communication Skills,English,Bengali,Affiliate Marketing,Hindi,MS Office,Microsoft,Office"
Website Marketing Executives,Blue Moon Marketing,None,0-2 Yrs,Not disclosed,New Delhi,Blue Moon Marketing is looking for Website Marketing Executives to join our dynamic tea...,"Marketing Executive,Web marketing,Marketing,Web technologies"
Marketing Executive,Cygnus A D Management Consulting Llp,None,0-3 Yrs,2-3 Lacs PA,Mumbai,Client in solar panels.Assist in developing marketing strategies and campaigns to promo...,"Marketing Campaigns,Marketing,Generate Leads,CRM,tele calling,Marketing Strategy,Promotions,Marketing Initiatives"
Business Development Executive/ Marketing Executive,Infosky Solutions,3.1,0-1 Yrs,1.75-3.75 Lacs PA (Including Variable: 70.0%),Kolkata,"Preferred candidate profile Candidate must be smart, dynamic, sharp and soft spoken tha...","Sales And Marketing,Business Development,Marketing,Sales,Development"
Marketing Executive,Dupsa Estates Pvt Ltd,None,0-5 Yrs,1.75-3 Lacs PA,Bhubaneswar,Proficient in using CRM tools and marketing automation platformsPreferred Candidate Pro...,"Pressure Handling,Sales Lead Generation,Sales Executive Activities,Selling Skills,Area Sales Management,Convincing Power,Telemarketing,Leadership Skills"
Influencer Marketing Executive,White Rivers Media,3.5,0-1 Yrs,Not disclosed,Mumbai,Experience working in a digital marketing agency is preferred1 years of experience in i...,"Marketing,digital marketing,Influencer Relations,Influencer Outreach,Influencer Marketing,social media,Influencer Campaigns,Campaigns"
Marketing Executive,Sunbots Innovations,None,0-2 Yrs,Not disclosed,Ahmedabad,"Bachelor s degree in Marketing, Business Administration, or related fieldProven experie...","Email marketing,Social media,Marketing campaigns,Manager Technology,Market research,SEM,SEO,Digital marketing"
Marketing Executive,Avior Technologies Pvt. Ltd. ,3.0,0-1 Yrs,"90,000-1.25 Lacs PA",Kolkata,Lead Generation.Cold calling.Coomunicating with Colleges/Universities/private institute...,"Communication Skills,MS Office Powerpoint,Excel,MS Office Word,Sales Executive Activities,Microsoft,Office,Sales"
Marketing Intern/Executive,Saturo Technologies,3.6,0-2 Yrs,Not disclosed,Mumbai (All Areas),Designation: Marketing Intern Experience: Intern / Fresher Once the internship period i...,"Google AdWords,Email Marketing,Google Ads,Google Analytics,Internet Marketing,Campaigns,Digital Marketing,Social Media Marketing"
Marketing Executive,Ajayvision Education,3.7,0-3 Yrs,Not disclosed,New Delhi(Karol Bagh),Conducting Virtual / Offline events for different colleges . Able to travel outstation ...,"Lead Generation,Sales And Marketing,Field Marketing,Cold Calling,Lead Management,Communication Skills,Cold,Management"
Marketing Support Executive,Aqua Machineries Pvt. Ltd. ,3.9,21 Oct - 26 Oct,1.75-3.5 Lacs PA,Ahmedabad(Ramol +1),Candidate should be Diploma / Graduate engineer . freshers are also welcomePreferred ca...,"Coordination Skills,Spoken English,Typing Speed,Documentation,communication,Typing,Marketing,English"
Marketing Executive,Jemkon,2.8,0-1 Yrs,Not disclosed,Chakan,Requirements:- Previous experience in inside sales or telemarketing is advantageous- Pr...,"Marketing,data analysis,data research,Inside sales,telemarketing,communication skills,Sales,Analysis"
Marketing Executive,PBD Eduworld,None,0-1 Yrs,Not disclosed,"Panaji, Bagalkot, Belgaum",Roles and ResponsibilitiesDevelop marketing strategies to promote educational products ...,"Educational Marketing,Book Publishing,Customer Relationship,Communication Skills,Negotiation,Presentation Skills,Sales And Marketing,Field Marketing"
Marketing Executive,Echobooom Management And Entrepreneurial Solutions Private Limited,3.9,0-3 Yrs,3.5-4.5 Lacs PA,New Delhi,"Assist with drafting business plans, sales pitches, presentations, reference material, ...","Communication Skills,Presentation Skills,fresher,Convincing Power,Management Skills,sales,Leadership Skills,Marketing"
Marketing Executive,SRI Jayalakshmi Automotives P Ltd,4.0,0-5 Yrs,"50,000-3 Lacs PA","Hybrid - Uppal, lbnagar, malakpet",Preferred candidate profile . A Candidate Profile is a comprehensive summary of a candi...,"Sales And Marketing,Good English Communication,Online Marketing,Sales,Marketing,Marketing,English,Communication skills"
Marketing Executive,Genius Group,None,0 Yrs,1.5-2.75 Lacs PA,Bengaluru(Vidyaranyapura),Marketing field,"Communication Skills,Marketing"
International Marketing Executive,Konark Fixtures,4.0,0-1 Yrs,Not disclosed,Mumbai Suburban,"Strategic thinking, interpersonal skills and a strong understanding of . international ...","Fluent English,Communication Skills,Spoken English,International,Fluent,English,International marketing,Marketing"
Hiring Marketing Executive | Justdial | Only Male candidates preferred,Justdial,3.5,0-5 Yrs,2.75-5.5 Lacs PA,"Malappuram, Thrissur, Kozhikode",Required Skills: . Strong negotiation skills . Strong communication and presentation sk...,"Marketing,BBA,Bde,Client Onboarding,B2C Sales,Sales And Marketing,Client Acquisition,Direct Sales"
Marketing Executive,Orion Edutech,None,0-1 Yrs,1-1.75 Lacs PA,Guwahati,Role & responsibilities  1. Plan End To End Activities For Student Mobilization . 2. Ab...,"B2B Marketing,Direct Marketing,Corporate Marketing,Direct,Marketing,Corporate,B2B"
Marketing Executive,Tablets India Ltd.,4.0,0-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Tablets India Ltd. is looking for Marketing Executive to join our dynamic team and emba...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive ( PRO ),Medindia Hospitals,None,0-3 Yrs,Not disclosed,Chennai,Excellent communication and people skills . Strong organizational and time-management a...,"Data analysis,Time management,Market research,Brand awareness,Marketing Executive,MS Office,Statistics,CRM"
Marketing Executive,Ram-Nath &amp;amp; Co,3.8,0-4 Yrs,Not disclosed,Chennai,Excellent communication and people skills . Strong organizational and time-management a...,"Data analysis,Time management,Market research,Brand awareness,MS Office,Marketing Executive,Statistics,CRM"
MARKETING EXECUTIVE,Dunamis Machines International,2.9,0-2 Yrs,Not disclosed,Chennai,Dunamis Machines is looking for MARKETING EXECUTIVE to join our dynamic team and embark...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Brand & Content Marketing Executive,Wittypen,2.7,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",. Social Media Savvy: Experience in planning and managing social media campaigns across...,"Social media marketing,Content management,Email marketing,Project management,Analytical,Social media,Wordpress,Market research"
Marketing Executive,Spanstruct,None,0-2 Yrs,Not disclosed,Chennai,Tech Thulasii is looking for Marketing Executive to join our dynamic team and embark on...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Indoh Group,2.1,0-2 Yrs,Not disclosed,Chennai,"Compiling reports detailing the effects exerted by each campaign, and sharing these wit...","visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Spot Media,None,0-5 Yrs,Not disclosed,Chennai,Spotmedia is looking for Marketing Executive to join our dynamic team and embark on a r...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
MARKETING EXECUTIVES,Mogappair Mail,None,0-2 Yrs,Not disclosed,Chennai,Mogappair Mail is looking for MARKETING EXECUTIVES to join our dynamic team and embark ...,"digital marketing,channel sales,branding,direct marketing,business development,market research,media,advertising"
Marketing Executive,One Health Hsopital,None,0-2 Yrs,Not disclosed,Chennai,Excellent communication and people skills . Strong organizational and time-management a...,"data analysis,branding,direct marketing,business development,market research,advertising,research,sales"
"Video Editor, Sales Executive, Tele caller, Digital Marketing",Sahasra Realty,None,1-3 Yrs,2.5-3 Lacs PA,Hyderabad,Develop and execute sales strategies to get new clients through Digital Marketing. . De...,"Video Editing,Social media campaigns,Lead Generation,Telemarketing,Telesales,Social Media,Cross selling,Communication Skills"
Marketing Executive,"Medilabs ,biohygea Global",None,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Medilabs , Biohygea Global Pvt Ltd is looking for Marketing Executive to join our dynam...","visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Digiai Solutions,None,1-6 Yrs,Not disclosed,"Chennai, Delhi / NCR, Bengaluru",Job Summary: We are looking for a dynamic and motivated Marketing Executive with 1-8 ye...,"Marketing,Google Analytics,Brand Management,SEM,SEO,customer relationship management,Market Research,paid advertising"
Marketing Executive,Aparna Constructions And Estates,4.1,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Strong Presentation Skills PPTs Knowledge and Hand-On Experience,"Marketing,Product Marketing,Branding"
Senior Marketing Executive,ManpowerGroup ,None,3-6 Yrs,2-5 Lacs PA,"Mumbai, Mumbai (All Areas)", Job description: :Social Media Campaign Development including content and creative.Sup...,"Brand Marketing,Marketing Strategy,Brand Development,Digital Marketing,Social Media Marketing,Seo Marketing,Email Marketing,SEM"
Marketing Executive,Ultimatum Informatics,None,0-4 Yrs,1.25-1.75 Lacs PA,Kolkata(Serampore +1),RESPONSIBILITIES: He or she must be able to execute door to door marketing campaign loc...,"Offline Marketing,Marketing Campaigns,Marketing Activities,Marketing Planning,Campaigns,Planning,Offline,Marketing"
Marketing Executive,Edwise,3.7,0-5 Yrs,1.5-4 Lacs PA,Bengaluru,Educational Description: . At least Bachelors Degree completed . Job Specification: . G...,"Sales Promotion,Direct Marketing,Promotions,Sales And Marketing,B2C Marketing,Events,Field Marketing,Event Marketing"
Marketing Executive,Raviva Infotech,None,0-2 Yrs,Not disclosed,Mumbai,  Marketing Executive Responsibilities        Conceiving and developing efficient and i...,"Social media,Market research,Brand awareness,Promotional events,Marketing Executive,Advertising,Promotional,Events"
Marketing Executive,Isarva Infotech,4.8,0-2 Yrs,Not disclosed,Mangaluru,Thorough knowledge of strategic planning principles and marketing best practices . Prof...,"Business administration,Data analysis,Web technologies,Web analytics,Social media,Strategic planning,Market research,Brand awareness"
Marketing Communications Executive,Siemens,4.1,0-7 Yrs,Not disclosed,Thane,"Bachelor s degree in business administration, marketing, mass communications or related...","Automation,HVAC,Project management,Analytical,Marketing operations,Brand awareness,HTML,Business strategy"
Influencer Marketing Executive,Pubblisher Media,None,1-2 Yrs,Not disclosed,"Chennai, Bengaluru",". To be an Influencer Marketing Executive, one should have. Bachelors degree in Arts or...","Influencer Marketing,Negotiation,Marketing Campaigns,Campaigns,Marketing,Influencing"
Marketing Executive (0 - 3 Yrs) @ SIA Publication @ Hyderabad!,SIA PUBLISHERS & DISTRIBUTORS,None,0-3 Yrs,2.5-3 Lacs PA,Hyderabad,Preferred candidate profile . Freshers / experience with excellent interpersonal skills...,"Marketing,Educational Marketing,Education Sales,Client Relation,Education Industry,Sales,Publishing,Educational sales"
"Branded com opening For ""Marketing executive""_ Hyd, Bangalore, Chennai",Fmcg Sales,None,3-8 Yrs,4-8.5 Lacs PA,"Hyderabad, Chennai, Bengaluru","Hi All, Branded company opening For ""Marketing executive""_ Hyderabad, Bangalore, Chenna...","state marketing executive,Marketing,Trade Marketing,FMCG Marketing,Product Awareness,Promotions,Field Marketing,General Trade"
Marketing Executive For Buddha Cancer Blood Centre,Buddha Cancer Centre,3.6,30 Oct,2-3 Lacs PA,Patna(Danapur Cantonment +2),"Collaborate with schools, colleges, and local businesses to organize blood donation camps","Marketing Strategy,Communication Skills,Social Media Proficiency,Team Collaboration,Event Management,Community Engagement,Engagement,Team"
Marketing Executive,Varun Beverages Limited,4.1,1-3 Yrs,Not disclosed,Remote,Negotiate contracts with vendors as required . Desired Candidate Profile . 1-3 years of...,"Field Marketing,FMCG Marketing,Advertisement Planning,Product Awareness,Offline Marketing,Btl Activity,Marketing Activities,Marketing Communication"
Marketing Executive,Idealysis Internet Marketing Agency,None,0-2 Yrs,Not disclosed,Noida,Idealysis Internet Marketing Agency is looking for Marketing Executive to join our dyna...,"digital marketing,visualforce,branding,sfdc,business development,advertising,triggers,internet marketing"
Marketing Executive / Marketing Analyst,Spartan Technologies,None,0-5 Yrs,4.75-9.75 Lacs PA,"Noida, Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)","Develops and improves marketing plans for products & services, conducts marketing resea...","Marketing Research,Research Analysis,Marketing Analytics,market,Marketing Strategy,Competitor Analysis,marketing plan,Marketing Budget"
Business Development And Marketing Executive- WALK IN ONLY,Paladin Organisation,3.8,0-2 Yrs,2.25-6.5 Lacs PA,Jaipur,CALL:TANISHA-9079224227 *Graduates & post Graduates  Freshers JAIPUR ONLY,"Marketing,Mass Communication,Sales,Journalism,Management,BPO,Hospitality,PR"
Marketing Executive,Raj Hospital,4.1,0-2 Yrs,Not disclosed,Ranchi,"Execute the marketing strategy, Social media management, Maintaining client relations, ...","Camp Management,Branding And Marketing,Marketing Operations,Database Management,Revenue Management,Hospital Marketing,Operations,Revenue"
Marketing Executive,Quality Hub India,None,1-3 Yrs,Not disclosed,Dharuhera,Quality HUB India is looking for Marketing Executive to join our dynamic team and embar...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Tablets India Ltd.,4.0,1-4 Yrs,Not disclosed,Mumbai,Tablets India Ltd. is looking for Marketing Executive to join our dynamic team and emba...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Tablets India Ltd.,4.0,1-4 Yrs,Not disclosed,Palakkad,Tablets India Ltd. is looking for Marketing Executive to join our dynamic team and emba...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Tablets India Ltd.,4.0,1-4 Yrs,Not disclosed,Agartala,Tablets India Ltd. is looking for Marketing Executive to join our dynamic team and emba...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive,Iqud Tek,None,3-6 Yrs,3-6 Lacs PA,Gandhinagar,Roles and ResponsibilitiesDevelop marketing strategies to increase brand awareness and ...,"Digital Marketing,Brand Management,Content Writing,Digital,Marketing,Management,Brand,Branding"
Marketing Executive,Impact-ind,None,4-8 Yrs,Not disclosed,Indore,. For Indore Branch . MBA is preferred . 4-8 years of total experience and minimum 3+ y...,"channel sales,branding,direct marketing,distributor sales,business development,retail sales,advertising,sales"
Marketing Executive,Trustech Av Solution,2.7,1-3 Yrs,3-5 Lacs PA,Mumbai,Preference: . MBA / PG diploma / BMS in marketing preferably background and having 1 to...,"Marketing,B2B,Brand Management,Email Campaigning,Online competition analysis,Product Marketing,Email Marketing,Digital Marketing"
Content Marketing Executive,Synergix Services,None,1-3 Yrs,Not disclosed,Mumbai,Synergix Services is looking for Content Marketing Executive to join our dynamic team a...,"digital marketing,search engine,google adwords,branding,web research,research,excel,marketing"
Marketing Executive,Pragati Prakashan,None,1-4 Yrs,Not disclosed,Meerut,Pragati Prakashan Pvt. Ltd. is looking for Marketing Executive to join our dynamic team...,"visualforce,branding,sfdc,business development,advertising,triggers,tracking,dashboards"
Marketing Executive-Urgent Hiring in PW Bengaluru JP Nagar,Physicswallah,3.8,24 Oct,Not disclosed,Bengaluru,"Position description: Dynamic professional driving marketing initiatives, executing cam...","BTL,Seminars,Promotional Campaigns,Promotions,Events,Offline Marketing,Atl,Marketing Campaigns"
Marketing Executive,Modern Dairy Machines,4.3,1-6 Yrs,1.75-3.25 Lacs PA,Coimbatore(Kovilpalayam),Roles and ResponsibilitiesDevelop marketing strategies to increase brand awareness and ...,"Promotions,Brand Awareness,Branding,Marketing,Sales Executive Activities,B2B Marketing,Marcom,Brand Management"
Marketing Executive,Stemcyte India Therapeutics,3.4,1-3 Yrs,2.25-3.75 Lacs PA,Ahmedabad(Bhat),Preferred candidate profile Willingness to learn new things,"Marketing,Product Awareness,Promotions,Strategic Marketing Planning,Digital Marketing,Brand Awareness,Branding,Marketing Communication"
Marketing and Communication Executive,The Ruby Mills Ltd,3.5,1-3 Yrs,Not disclosed,Mumbai,"The communication spans across Paid, Owned and Earned Media. . Community Building: This...","Marketing,videography,pr,MarComm,Canva,online reputation management,branding,graphics"
Executive - Marketing,Oncology International,4.0,3-5 Yrs,Not disclosed,Gurugram,Responsible for monthly detailed report of the activity should be submitted to the mana...,"Team management,Publishing,Brand planning,MIS,Marketing planning,Business planning,content designing,Management"
Marketing Communication Executive,Acsen Agriscience,4.2,2-6 Yrs,Not disclosed,Coimbatore,Preferred candidate profile . Any Graduate / Post Graduate Experience coordinating with...,"Digital Marketing,Branding,Marketing Communication,Creative Solutions,product pertfolio,Marketing Strategy,marketing,competotor analysis"
Marketing and Operations Executive,Everest Fleet,3.5,2-3 Yrs,2.75-3.25 Lacs PA,Mumbai(Thane West),Key Responsibilities:1. Coordination with Ground Team: Work closely with the ground tea...,"Vendor and Agency,Photograph Audit,Brand Promotion,branding execution,Outbound Marketing,Brand Marketing,Brand Development,Product Branding"
Field Sales and Marketing Executive,"Ageis Recruitment And Hr Consultancy
",None,0-3 Yrs,2.75-3.75 Lacs PA,"Ludhiana, Chandigarh, Patiala, Amritsar, Bathinda, Moga",responsible for designing and implementing sales and marketing strategies. You will als...,"Client Acquisition,Field Sales,B2B Sales,Sales Executive Activities,Client Onboarding,Field Marketing,Onboarding,Field"
Marketing Executive,Educohire,3.6,1-4 Yrs,Not disclosed,Bengaluru, qqqq ,"promotions,distributor salesbusiness development,branding,direct marketing,selling,advertising,sales,brand management"
Freshers II Sales Executive II Marketing II Field sales II Bangalore,Leading Client,None,0-1 Yrs,2-3 Lacs PA,Bengaluru,Sale Intern : 18k During Probation and 25k after probation (on the Performance basis)  ...,"Sales,Lead Generation,Pre-Sales,Negotiation,Communication Skills,Convincing Power,client Coordination,Presales"
Marketing Coordinator,Megatrend Fabcon,3.3,0-2 Yrs,Not disclosed,Ahmedabad,"Hiring for an IATF 16949:2016 & ISO 9001:2015 certified, fast growing dynamic MSME orga...","Communication Skills,Lead Generation,Digital Marketing,Sales Promotion,Market Research,Product Promotion,Ecommerce Marketing,Brand Promotion"
Marketing Associate,Echobooom,3.9,0-1 Yrs,1-4.5 Lacs PA,Guwahati, Job Title: Brand Ambassador (Sales Executive)Location: GuwahatiKey Responsibilities:Br...,"marketing,bba,Brand Building,Sales,Promotions,Sales And Marketing,bms,Sales Lead Generation"
MARKETING Trainee,ATS Road Carriers,None,0-2 Yrs,Not disclosed,Hyderabad,Qualification : Any Graduate,"digital marketing,email marketing,branding,business development,market research,media,marketing management,email campaign"
Marketing Executive Trainee / Business Development Executive - Urgent.,HR Remedy India,None,0 Yrs,2.5-4.5 Lacs PA,"Nashik, Pune, Aurangabad",Sales and promotion of IT products. Responsible for monthly completing of business targ...,"marketing,sales job,BBA fresher,Sales Management,Bbm,Branding,Marketing Communication,MBA"
Branding Production Executive (Advertisement/Marketing),Mantrras2success Hr Solutions Llp,None,0-3 Yrs,1.75-3.5 Lacs PA,Vadodara,"- Oversee production of branding materials from concept to delivery - Manage vendors, b...","Production Management,Team Coordination,Vendor Management,Scheduling,Branding,MS Office,Flex Printing,Communication Skills"
